ASIN,Page,RevNmb,Title,User,Rating,VPS,RDate,HVotes,CommentsCount,ReviewText
B01EUC7NPI,225,2247,Totally wrecks the horrible laptop that I bought 2 years ago,LanceRider,5,Yes,12-May-17,3,0,"Absolutely stunning. Totally wrecks the horrible laptop that I bought 2 years ago. The battery life is even better! Everything I needed to do, whether it was watching media, checking up on job schedules, or even setting up miscellaneous things like photos was a cake walk that took nearly seconds instead of hours! Totally worth it and I never thought I would even purchase a tablet in my entire life that's for certain. I might even buy an even better one to see how much an improvement things have gotten! PS: Use Micro SD cards to fully stock up data when you really need it!"
B01EUC7NPI,225,2248,One Star,Argiris,1,Yes,20-Dec-16,3,0,The best tablet. I use Greek language without problems
B01EUC7NPI,225,2249,Excelent,Maria Laura Gionto,5,Yes,06-Jul-17,2,0,Excelent. I bought it for my Kid and he es very happy.
B01EUC7NPI,225,2250,Five Stars,Sergio romero,5,Yes,31-Jan-18,-,0,Perfect tablet. Too bad it wasn't for me!
B01EUC7NPI,226,2251,It is taking sme time to adjsut but I like it very much,Gerry Leneweaver,5,Yes,16-Nov-16,1,0,Moving froman iPad to Galaxy. It is taking sme time to adjsut but I like it very much.
B01EUC7NPI,226,2252,Five Stars,Timbo,5,Yes,14-Oct-17,-,0,I like it! Works great. Nice sharp screen.
B01EUC7NPI,226,2253,Five Stars,swia,5,Yes,31-Jan-17,-,0,"Great so far. I hate iPads, so it's better than one of those already."
B01EUC7NPI,226,2254,"the screen resolution is amazing, is very fast",Neria,5,Yes,16-Jan-17,-,1,"the screen resolution is amazing, is very fast. I bought it for my work and I will use sometimes for look videos with my childrens. I love it"
B01EUC7NPI,226,2255,Five Stars,clinton matthews,5,Yes,12-Oct-16,-,0,so far so good............kind of big though
B01EUC7NPI,226,2256,Five Stars,Karney Chen,5,Yes,01-Jun-17,-,0,Excellent device and great for multitasking
B01EUC7NPI,226,2257,Working good but at times the screen glicths,Amazon Customer,3,Yes,09-Jul-17,-,0,Working good but at times the screen glicths. I have a case for it. I keep it very sucured and don't alone my kids use it.
B01EUC7NPI,226,2258,Five Stars,Dale Tommeraasen,5,Yes,28-Sep-17,-,0,wifes birthday present she loves it
B01EUC7NPI,226,2259,Works as intended and recipient is thrilled,OldTooly,5,Yes,11-Feb-17,-,0,"Gave it as a gift, owner is delighted."
B01EUC7NPI,226,2260,Five Stars,james naclerio,5,Yes,19-May-17,-,0,Excellent nothing to say bad about it.
B01EUC7NPI,227,2261,Four Stars,Miriam E. Turner,4,Yes,18-Jan-17,-,1,Works well but not as fast as the nexus 10
B01EUC7NPI,227,2262,Just ok,Milt K,3,Yes,08-Apr-18,-,0,"Ok, rubber sides not very tight fit. Just ok case."
B01EUC7NPI,227,2263,Great,Teresa Brown,5,Yes,29-Jan-17,-,0,I love everything about it the design to the speed
B01EUC7NPI,227,2264,Four Stars,Andy Vallecorsa,4,Yes,31-Oct-17,2,0,It's great but I did not receive the pen with it!
B01EUC7NPI,227,2265,Four Stars,Amazon Customer,4,Yes,29-Oct-17,-,0,Good product for a tablet.
B01EUC7NPI,227,2266,Can't disable or lock guest acoount,Kristin Fink,2,Yes,04-May-17,6,0,"For the tablet itself, i love it. It's big, i can type on it, it's perfect for what i wanted it for (writing). I'd be happy to give it 5 stars but for one glaring oversight. You cannot lock, disble, or otherwise control the guest user account (which has free access to all the files on your sd card, too). This means that if my children get ahold of this device they have total, free, and unfettered access to the internet with zero parental overwight or control.
Yes, i could root it (voids warranty), or disallow access on my router (which works until the neighbor has open wifi, or the kids take the device to a friend'S house), but I should not have to go to such lengths.
So, if you totally don't mind that your device is entirely unsecured (or dont want to use it for a business), by all means, by this tablet. It rocks. If you have kids though, go find something else."
B01EUC7NPI,227,2267,It is a great product a really recoment it,Cornelio Pimentel,5,Yes,25-Sep-16,-,0,Yes. It is a great product a really recoment it.
B01EUC7NPI,227,2268,Great product.,Daniel F. Hamman,5,Yes,10-Jan-17,-,0,Enjoy the tablet. Battery life is excellent.
B01EUC7NPI,227,2269,Domestic Tranquility,Thomas M. Hart,5,Yes,17-Jan-17,-,0,Purchased for my wife - she loves it.
B01EUC7NPI,227,2270,Two Stars,Rosemary L.,2,Yes,14-Sep-17,2,0,device wasn't new and was missing standard accessories
B01EUC7NPI,228,2271,The tablet is great. Delivery was not 2 days,Kindle Customer,4,Yes,15-Jul-18,-,0,"The tablet is great. Delivery was not 2 days. I think Amazon should note that the tablet will not
do texting unless you purchase a jetpack."
B01EUC7NPI,228,2272,Five Stars,MrsWatach,5,Yes,06-Nov-17,-,0,"Love this, its perfect for me."
B01EUC7NPI,228,2273,Four Stars,Amazon Customer,4,Yes,01-Sep-17,-,0,I'm enjoying this tablet
B01EUC7NPI,228,2274,Five Stars,mike,5,Yes,22-Apr-17,-,0,very happy with this purchase
B01EUC7NPI,228,2275,Three Stars,derwolfman,3,Yes,06-Jun-18,-,0,Not really impressed with it.
B01EUC7NPI,228,2276,Five Stars,Russell,5,Yes,28-Aug-17,-,0,Perfect. Just what I wanted.
B01EUC7NPI,228,2277,Five Stars,Roland G. Morgan,5,Yes,27-Mar-17,1,0,my wife use it and loves it...thanks
B01EUC7NPI,228,2278,Five Stars,JLee,5,Yes,30-May-17,-,0,Love it! Great product.
B01EUC7NPI,228,2279,Five Stars,Lenore Dunn,5,Yes,25-May-17,-,0,Great gift for my husband
B01EUC7NPI,228,2280,Five Stars,Jason,5,Yes,13-Apr-17,-,0,Nice tablet. My first one.
B01EUC7NPI,229,2281,Great tablet fro the price,C. Christensen,5,Yes,29-Oct-17,-,0,"Nice, economical tablet"
B01EUC7NPI,229,2282,Good tablet,Amazon Customer,4,Yes,01-Jan-17,1,0,"Good tablet, though adding memory can be difficult. If you don't initially choose to use sd card as internal memory, you're permanently limited by original memory. Spring for bigger initial memory"
B01EUC7NPI,229,2283,Nothing Great,laura,3,Yes,16-Jan-18,-,0,Its just okay. The screen cracked within 6 months. Seems to be normal for this type of product.
B01EUC7NPI,229,2284,"""Like it a lot""",Amazon Customer,5,Yes,25-May-17,1,1,"Tablet Works as advertised, a little heavier than I thought it would be, but I still like it a lot."
B01EUC7NPI,229,2285,Five Stars,NS Phoenix,5,Yes,22-Mar-18,-,0,easy to use
B01EUC7NPI,229,2286,Samsung fan gives this an A+,taavi,5,Yes,16-Nov-16,22,2,"OMG! I absolutely love this tablet. It's like having a giant Note in your hand. I was one of the unfortunate souls that had a Note 5, then went to the Note 7, only to return it because of the safety issues, and then had to get a S7 Edge. I miss my Notes with their awesome stylus. But now I have my S pen back with this amazing new Tablet. So thrilled. It runs smoothly. Graphics are great. No complaints from this Samsung loyalist."
B01EUC7NPI,229,2287,Five Stars,K,5,Yes,28-Jul-17,-,0,Works great so far!
B01EUC7NPI,229,2288,I love it.,Shopaholic,5,Yes,14-Jun-17,-,0,Great. Such a good value.
B01EUC7NPI,229,2289,Five Stars,Blake Nichols,5,Yes,01-Feb-17,-,0,8 year old love it.
B01EUC7NPI,229,2290,Now if you enjoy a little xrated videos it makes you feel like ...,Amazon Customer,5,Yes,10-Jan-17,1,1,Bought this for my girl friend and I'm a little jealous it's gorgeous... Now if you enjoy a little xrated videos it makes you feel like you are there with them.
B01EUC7NPI,230,2291,Five Stars,Varla Bishop,5,Yes,07-Sep-17,-,0,Very pleased with product.
B01EUC7NPI,230,2292,Five Stars,Emma's Inklings,5,Yes,08-Jun-17,-,0,Great Product!
B01EUC7NPI,230,2293,Five Stars,Tony C.,5,Yes,21-Apr-17,-,0,works as advertised.
B01EUC7NPI,230,2294,Five Stars,Tadd R. McMichael,5,Yes,04-Mar-18,-,0,Still working and has been perfect for my needs.
B01EUC7NPI,230,2295,Five Stars,Maggie,5,Yes,30-Aug-17,-,0,works well
B01EUC7NPI,230,2296,Wow!!!,gashiyaguru,5,Yes,04-Feb-17,-,0,Excellent product.
B01EUC7NPI,230,2297,The programs I use are working wonderfully.,Kristal,5,Yes,12-Jun-17,-,0,I talked to someone that knows more about these than I do and helped me with this. It is not going to be returned after all. The programs I use are working wonderfully.
B01EUC7NPI,230,2298,Five Stars,Warrens Imports,5,Yes,14-Sep-16,-,0,Functional and good quality
B01EUC7NPI,230,2299,Five Stars,ubendiaz,5,Yes,16-Jun-17,-,0,i love this thanks
B01EUC7NPI,230,2300,Five Stars,Jack,5,Yes,21-Jun-17,-,0,Great product!
B01EUC7NPI,231,2301,Four Stars,Skeeter,4,Yes,07-Apr-17,-,0,Kids love it.
B01EUC7NPI,231,2302,"Super tablet, but thick and heavy",David Tallent,4,Yes,02-Jan-18,1,0,"A great tablet, with a few exceptions. Compared to current models, this tablet is thick and heavy. Also, the screen is dim, and too reflective. If you want to watch a movie in low light, the screen acts like a mirror and all you can see is your face. As strange as it sounds with these complaints, I like the tablet, everything else is great. You just have to get used to its shortcomings. It is fast, and provided apps make it easy to move downloaded apps to the SD card (32 GB included!). Its screen ratio is perfect for movie watching, no black bars like on my 4:3 ratio iPad Mini 4.

I would buy again and recommend."
B01EUC7NPI,231,2303,Great tablet for everything. worked like a charm.,Amazon Customer,2,Yes,23-Jul-18,-,0,They mailed me a tab with dark patch on the screen .
B01EUC7NPI,231,2304,Five Stars,Nancy S. Cortright,5,Yes,11-Sep-17,-,0,Gave as gift
B01EUC7NPI,231,2305,Thank you to my thank you points,SS,5,Yes,10-Dec-16,-,0,Got this for ninety bucks with my thank you points. Genius.
B01EUC7NPI,231,2306,Four Stars,Leon nevins,4,Yes,10-Oct-17,-,0,Happy
B01EUC7NPI,231,2307,Five Stars,Amazon Customer,5,Yes,16-Feb-17,-,0,Great tablet
B01EUC7NPI,231,2308,Three Stars,joseph.decotis,3,Yes,02-Feb-18,-,0,Touchscreen needs to be more sensitive!
B01EUC7NPI,231,2309,Four Stars,Amazon Customer,4,Yes,02-Jan-17,-,0,Does the job!
B01EUC7NPI,231,2310,"Makes a great present, I love mine!",Cougartwolegs,5,Yes,30-Jul-17,-,0,Top notch!
B01EUC7NPI,232,2311,Works well,Max Blanton,4,Yes,13-Apr-17,-,0,So far I am happy with it.
B01EUC7NPI,232,2312,Five Stars,Timsky87,5,Yes,29-Dec-16,-,0,Good stuff.
B01EUC7NPI,232,2313,Five Stars,JOHN,5,Yes,05-Sep-17,-,0,Awesome
B01EUC7NPI,232,2314,Five Stars,Sh Mo,5,Yes,18-Apr-17,-,0,Love it.
B01EUC7NPI,232,2315,Five Stars,James Bussey II,5,Yes,10-Apr-17,-,0,Great!
B01EUC7NPI,232,2316,Five Stars,Razorback,5,Yes,28-Sep-17,-,0,great
B01EUC7NPI,232,2317,Five Stars,sylvia weeks,5,Yes,24-Aug-17,-,0,i love it
B01EUC7NPI,232,2318,Great!,Anna,5,Yes,25-Apr-17,-,0,Love it! No complaints!
B01EUC7NPI,232,2319,Five Stars,Amazon Customer,5,Yes,24-Aug-17,-,0,Nice
B01EUC7NPI,232,2320,Five Stars,brad wheeler,5,Yes,15-Sep-16,-,0,great!!!!!
B01EUC7NPI,233,2321,I'm so glad!,Martha Tyler,5,Yes,11-Mar-17,1,0,"I love my Samsung Tablet, it was something I've been wanting for quite awhile and I finally just decided to buy one and I'm glad I did."
B01EUC7NPI,233,2322,Five Stars,Toni Smith,5,Yes,28-Oct-16,2,0,Best......Thing since slice bread! No problems!
B01EUC7NPI,233,2323,The best! I'm very happy with my tablet SAMSUNG,gina Quintanilla,5,Yes,08-Sep-16,-,0,"The best!
I'm very happy with my tablet
SAMSUNG; the best!!!!"
B01EUC7NPI,233,2324,Five Stars,Amazon Customer,5,Yes,03-Jul-17,1,0,I love my tablet!!!!!
B01EUC7NPI,233,2325,Five Stars,michele,5,Yes,17-Apr-17,-,0,Excellent product works great
B01EUC7NPI,233,2326,Five Stars,Amazon Customer,5,Yes,03-Oct-16,-,0,Works as needed no issues
B01EUC7NPI,233,2327,Five Stars,dawn kennedy,5,Yes,07-Apr-17,-,0,Loved it
B01EUC7NPI,233,2328,Fantastic upgrade from a smaller tablet,Kindle Customer,5,Yes,08-Dec-16,3,0,Fantastic upgrade from a smaller tablet. Screen looks great and CPU performance is fast. 16GB in memory might be a hindrance for you since only about half is available for use and although there is a mini SDHC card slot Android and App developers make it awful hard to fully utilize the card instead of the internal memory.
B01EUC7NPI,233,2329,Not that good,KGL,1,Yes,27-Nov-17,1,0,Slow and has a lot of lag.
B01EUC7NPI,233,2330,Five Stars,Janet G.,5,Yes,15-Jun-17,-,0,"Love love this tablet!! Great resolution, sound and size all at a great price for Samsung!"
B01EUC7NPI,234,2331,Five Stars,Amazon Customer,5,Yes,11-Oct-16,-,0,Works great
B01EUC7NPI,234,2332,Good battery life,Shawn,4,Yes,13-Dec-16,1,0,I broke my pen with my knee climbing in bed
B01EUC7NPI,234,2333,Five Stars,raymond appiah,5,Yes,07-Jun-17,-,0,love it.
B01EUC7NPI,234,2334,This tablet works well. The stationary buttons can be ...,G. Kitazume,4,Yes,25-Dec-16,-,0,This tablet works well. The stationary buttons can be touched when holding the tablet sideways. That is just a design issue.
B01EUC7NPI,234,2335,Four Stars,Biggug,4,Yes,20-Mar-18,-,0,Very Good Tablet
B01EUC7NPI,234,2336,I would recommend.,Rubio,5,Yes,05-Jul-17,1,0,Galaxy A 10.1 just right for me makes my life lot easier. I would recommend.
B01EUC7NPI,234,2337,Great Tablet,Rafael Guillermo Rivarola Lebrón,4,Yes,15-Nov-16,2,0,"Very nice tablet, nice screen, but a little heavy for book reading."
B01EUC7NPI,234,2338,Five Stars,sandy barse,5,Yes,04-Jan-17,-,0,Love it
B01EUC7NPI,234,2339,... 2nd one of this tablet we've bought because we love it! I got one awhile ago and then ...,Rebecca R.,5,Yes,07-Nov-17,1,0,"This is the 2nd one of this tablet we've bought because we love it! I got one awhile ago and then my boyfriend was jealous so he got one for himself too. I've had mine for 2 years and I have a toddler that uses it daily and roughly.... My two year old stands on it, drools on it, gets everything sticky you can imagine on it.... and it still works like the day I bought it. It's fast, the screen is reactive and TOUGH. I have not broken the screen or damaged this tablet in any way and it's been through the ringer."
B01EUC7NPI,234,2340,yeah it's a nice tablet,J. Sessions,4,Yes,21-Jun-17,-,0,Nice tablet.
B01EUC7NPI,235,2341,Five Stars,lilly valerio,5,Yes,04-Mar-18,-,0,Best
B01EUC7NPI,235,2342,Five Stars,jeannine,5,Yes,06-Jul-17,1,0,Love it.
B01EUC7NPI,235,2343,Awesome tablet,Lyndsey Reyes,5,Yes,07-Jan-17,-,0,Works great and is the perfect size! The s pen is amazing my nieces love using the pen to draw and write on pictures and in the notes. Definitely worth buying!!!!
B01EUC7NPI,235,2344,Five Stars,Orville Lovell,5,Yes,27-Apr-17,-,0,Love my New tablet
B01EUC7NPI,235,2345,Five Stars,Betty Hicks,5,Yes,20-Apr-17,-,0,Cord is too short!!!
B01EUC7NPI,235,2346,Five Stars,Amazon Customer,5,Yes,28-Nov-16,-,0,Great tablet! Does anything I need and very responsive.
B01EUC7NPI,235,2347,One Star,Roxanne Wilson,1,Yes,26-Apr-18,1,0,"Terrible, it didn’t even last a year before it died"
B01EUC7NPI,235,2348,Five Stars,Debbie Nix,5,Yes,21-May-17,-,0,Love my tablet
B01EUC7NPI,235,2349,there are better choices for the money,Matthew D. Snyder,2,Yes,01-Aug-17,1,0,"Although overall it is a decent tablet, there are better choices for the money. The only people who should buy this tablet are people who badly want the pen, and can't afford any alternatives.

This tablet gets mostly decent marks for just about everything for its price range. It has a nice display, fairly fast, and has a pen included. However, this tablet is just too thick and heavy. It is really a bummer to try and hold this in your hand and your arm gets tired. Its actually bulkier than the Galaxy Tab A 10.1 without the pen. Its rather strange that it is so bulky. Also, the pen just doesn't feel good in your hand.

You can get an Ipad for about this same price now. The Asus 3S 9.7 is actually cheaper while being a better overall tablet. Like I said, there is no decent pens in this price range for competitors, so that is really the only reason to purchase this model."
B01EUC7NPI,235,2350,It came a little layer then expected but I love this tablet,edith cox,5,Yes,07-Jun-17,1,0,It came a little layer then expected but I love this tablet. Does everything i need and has great battery life
B01EUC7NPI,236,2351,Five Stars,Amazon Customer,5,Yes,09-Jan-17,1,0,my wife love this gift.
B01EUC7NPI,236,2352,Good,amazonrev,5,Yes,22-Jan-17,-,0,It was a good buy.
B01EUC7NPI,236,2353,Outstanding tablet,ChiliD,5,Yes,15-Apr-17,-,0,"Outstanding tablet, order one!!"
B01EUC7NPI,236,2354,Five Stars,Richard Greene,5,Yes,01-Jun-17,-,0,"Great device, I will order another one!"
B01EUC7NPI,236,2355,like on my Samsung S7 Edge,Amazon Customer,4,Yes,07-Feb-18,-,0,"Would be 5 star if you could transfer more apps to sd, like on my Samsung S7 Edge."
B01EUC7NPI,236,2356,Sleek and Portable,Amazon Customer,5,Yes,25-Dec-16,-,0,"This is an awesome tablet especially if you want to draw digital art! The sensitivity for the s-pen is not too difficult to get used to.
The machine is nice and thin so it is easy to slip into a bag to take on the go."
B01EUC7NPI,236,2357,Five Stars,Nancy Brooks,5,Yes,21-Mar-18,-,0,Love the Tab A. Easy to use. I upgraded from tab4.
B01EUC7NPI,236,2358,Five Stars,Carolyn Icardo,5,Yes,25-Jun-18,1,0,I like it very much. It is easy to use.
B01EUC7NPI,236,2359,Five Stars,John M,5,Yes,16-Nov-16,1,0,Works great - very happy
B01EUC7NPI,236,2360,This tablet CANNOT BE ENCRYPTED for security.,James,1,Yes,29-Aug-17,5,1,"Beware that this tablet does NOT have the standard Android encryption feature. I need it for a medical office setting, so we must be able to encrypt it. Nowhere in the description or specifications does it say that encrypting this tablet is not possible."
B01EUC7NPI,237,2361,i love this tablet it nice and thin and i have ...,Amazon Customer,5,Yes,21-Jan-17,1,0,i love this tablet it nice and thin and i have no problem with it and it battery last long
B01EUC7NPI,237,2362,Five Stars,Amazon Customer,5,Yes,13-Feb-17,-,0,Good
B01EUC7NPI,237,2363,Samsung missed the boat with this one.,Serena,1,Yes,07-Dec-16,16,2,"What is the point of an s-pen enabled tablet that doesn't include S-Note? Also, the storage is a major issue, you can't move a lot of the apps to the SD card, so being able to install a 128 GB card doesn't help at all."
B01EUC7NPI,237,2364,Samsung tablet,Holly S. Diegel,4,Yes,28-Dec-16,-,0,So far so good. A little slow on start up. A little pricey.
B01EUC7NPI,237,2365,Five Stars,Alpha Net,5,Yes,18-May-17,-,0,Is the perfect tablet
B01EUC7NPI,237,2366,This order was received without a power cord. It ...,ARNOLD S.,3,Yes,01-Sep-17,-,0,This order was received without a power cord. It was difficult to set up and the touch screen would not respond. After a few hours the touch screen began to respond.
B01EUC7NPI,237,2367,Four Stars,Roland N Fair,4,Yes,04-Mar-17,-,0,Wife loves this
B01EUC7NPI,237,2368,Five Stars,Amazon Customer,5,Yes,07-Apr-17,1,0,I love it
B01EUC7NPI,237,2369,Great tablet but missing stylus,Michael Perkins,2,Yes,15-Jun-17,2,1,"Excellent tablet for the price. Samsung knows how to make tablets. Great screen and battery life. Unfortunately, the item didn't shop with a stylus as advertised. Be careful about that. Unfortunately, as it was purchased for the stylus and didn't come with one a huge function of the tablet is lost and Amazon doesn't appear to sell replacement pens. Hopefully, we can find one. As my daughter is extremely disappointed that she can't use it the way it was intended, the review is low."
B01EUC7NPI,237,2370,Five Stars,MIKE CONLEY,5,Yes,18-Jan-17,-,0,Awesome!
B01EUC7NPI,238,2371,No problems and nice at this price,David Rust,5,Yes,17-Jun-17,-,1,The upgrade to Android 7.0 was glitch-free. It's a bit heavy for its size but the screen and battery life are very good and the s-pen is a nice feature.
B01EUC7NPI,238,2372,Great,Kenny,5,Yes,27-Aug-17,-,0,Love it!
B01EUC7NPI,238,2373,It's ok,roro,3,Yes,25-Oct-16,1,0,This is my third Samsung tablet....and my least favorite ......seems slower and I've had to reboot several times
B01EUC7NPI,238,2374,Easy to use,Amazon Customer,5,Yes,11-Jan-17,-,0,I love this tablet. So easy to use. Especially since we have Samsung cell phones. The speaker is loud when play music I can hear it in the other room.
B01EUC7NPI,238,2375,This tablet has many great features and the S pen is awesome but it ...,MD,2,Yes,07-Jan-17,12,2,"This tablet has many great features and the S pen is awesome but it has a big problem that is most likely the result of a glitch in Google's OS - you can't save any google play stuff (like a downloaded HD movie) to an SD card which renders the max 128GB micro SD expansion slot useless. I tried every conceivable option to get it to work, including go to the settings in the movie and selected SD card for storage, reformatting the SD card, and even doing a complete wipe and reset of the tablet. The tablet also crashes if you attempt to store an app on the SD card. If you can live with 16GB of storage, it is a great tablet. If you planned on using the SD expansion capability, YOU SHOULD PASS, and buy something else."
B01EUC7NPI,238,2376,It was bought as a gift. The recipient likes ...,herb22,5,Yes,07-Jun-17,-,0,It was bought as a gift. The recipient likes it a lot.
B01EUC7NPI,238,2377,Four Stars,William D. Stallworth,4,Yes,23-Jan-17,-,1,Love it. Good choice for intermediate level users.
B01EUC7NPI,238,2378,Five Stars,MIKE MCPHERSON,5,Yes,25-Apr-17,-,0,so far so good
B01EUC7NPI,238,2379,"Great, if you don't mind getting a new one every year.",Jersey Shore lady,1,Yes,10-Apr-18,2,0,"Worked great, perfect for my needs....for 14 months. Now it shuts down and reboots several times a day. I see the grave in it's near future. I'm so fed up with technology that doesn't last. Samsung was my brand. Dreading the Apple but I think I need to jump on the bandwagon. I'm so sad."
B01EUC7NPI,238,2380,WHY THIS TABLET SHOULD BE DESTROYED!!!!!!!!!!@#!@#!$,Jamie,5,Yes,15-Jun-17,6,0,"Q. Can it run windows?
A. No

Q. Can it make me lose weight?
A. No.

Q. Can it make me happy?
A. YES

3 Reasons why I love this Tablet:
1) 10 inch screen. Borderline beautiful resolution for watching videos , great for watching plex and sling
2) Battery life, Literally lasts me the whole day doing almost everything from Gaming to making assignments and studying.
3) Powerful Processor, (i can do split screen multitasking yayyy). Have not yet experienced any slow downs on anything from gaming to watching videos.

TLDR: This tablet should be destroyed because it will take over your LIFEEEEE. 10/10 would buy again!"
B01EUC7NPI,239,2381,Awesome Tablet,Kat,5,Yes,20-Jan-17,-,0,Works great. My daughter uses it for drawing and she loves it
B01EUC7NPI,239,2382,Love my tablet,Amazon Customer,5,Yes,09-Sep-16,-,0,My first tablet! Very easy to use!
B01EUC7NPI,239,2383,Five Stars,Irina K.,5,Yes,19-Jan-17,-,0,"Excellent tablet, great performance, I am very happy with this purchase. Delivery was in time."
B01EUC7NPI,239,2384,Great price,Stan,4,Yes,25-Dec-16,-,0,Working great fast fast best
B01EUC7NPI,239,2385,Tab A +++,chris,5,Yes,23-Feb-17,-,0,Love my Galaxy tab A. It has taken over for my clunky laptop (which is busily gathering dust bunniez.)
B01EUC7NPI,239,2386,Five Stars,Ron W,5,Yes,17-Apr-17,-,0,Nice tablet. Clear picture.
B01EUC7NPI,239,2387,One Star,Tony Pham,1,Yes,23-Nov-17,1,0,Doesn't charge or turn on after a few. Months
B01EUC7NPI,239,2388,Samsung Forever!,Mike G,5,Yes,21-Dec-16,-,0,Great product! Battery life is fantastic. Screen resolution vibrant. Video in HD-like quality. Would absolutely recommend.
B01EUC7NPI,239,2389,One Star,Jessica fenell,1,Yes,25-Jan-17,5,1,The screen blacked out right away. Charged it overnight and wouldn't turn back on.
B01EUC7NPI,239,2390,Five Stars,Amazon Customer,5,Yes,21-May-17,-,0,Great upgrade
B01EUC7NPI,240,2391,Amazing,denny,5,Yes,14-Jan-17,-,0,Exceptional piece of technology.
B01EUC7NPI,240,2392,"Very,very satisfied.",Robert Rsscoe,5,Yes,22-Jun-17,1,0,LOVE IT!!!!
B01EUC7NPI,240,2393,Four Stars,Amazon Customer,4,Yes,23-May-17,-,0,Gift
B01EUC7NPI,240,2394,Five Stars,Amazon Customer,5,Yes,26-May-17,1,0,I bought for my sister and she absolutely loves it
B01EUC7NPI,240,2395,Other than that it's a great tablet.,jake,3,Yes,27-Dec-17,-,0,Received everything but the s pen? I was lead to believe it was going to come with one... Other than that it's a great tablet.
B01EUC7NPI,240,2396,Great mid range tablet,Leb,5,Yes,26-Nov-16,4,0,"Great tablet can do pretty much anything an iPad can, display is sharp enough. Handles games fine . The battery life is amazing! Great to take on long journeys to keep you occupied. Over all its a great tablet."
B01EUC7NPI,240,2397,Five Stars,Robert Gantz,5,Yes,26-Dec-16,-,0,excellent!!!
B01EUC7NPI,240,2398,amazing product,abdulrazaq,5,Yes,20-Jan-17,-,0,it was amazing start with the packing and ending with the device ...thanks
B01EUC7NPI,240,2399,Four Stars,Jonathan Sammons,4,Yes,18-Apr-17,-,0,Did everything that was advertised.
B01EUC7NPI,240,2400,AND HE DOESN'T LOVE MUCH. EXCEPT FOR ME,Lisa Ann Horst,5,Yes,22-Dec-17,-,0,"HUSBAND LOVES IT, AND HE DOESN'T LOVE MUCH. EXCEPT FOR ME!"
B01EUC7NPI,241,2401,Five Stars,Amazon Customer,5,Yes,08-Sep-16,-,0,Love it!
B01EUC7NPI,241,2402,Think it is fine.,Wendy Buck,4,Yes,03-Feb-18,-,0,I bought it for someone else. Think it is fine.
B01EUC7NPI,241,2403,Five Stars,Amazon Customer,5,Yes,25-May-17,-,0,The camera takes shots so good
B01EUC7NPI,241,2404,she's 80 and she's happy with the tab,lorena romero,5,Yes,13-Jun-17,-,0,"I bought the tab for my mom, she's 80 and she's happy with the tab."
B01EUC7NPI,241,2405,Four Stars,Amazon Customer,4,Yes,16-May-17,-,0,I happy with this product
B01EUC7NPI,241,2406,Five Stars,Adam P.,5,Yes,08-Jun-17,-,0,This works great!!
B01EUC7NPI,241,2407,Five Stars,JMH,5,Yes,23-May-17,-,0,Good value tablet for the price
B01EUC7NPI,241,2408,Five Stars,vikash patel,5,Yes,27-May-17,-,0,This is what I was looking for my parents to give them as a gift.
B01EUC7NPI,241,2409,S pen is the best!,Elena Margarolo,5,Yes,14-Sep-17,-,0,Exactly what I was looking for! S pen is the best!
B01EUC7NPI,241,2410,Love It,Rayburn Goodson,5,Yes,20-Apr-17,-,0,"Great tablet, fits my needs perfectly."
B01EUC7NPI,242,2411,Five Stars,pedro garcia,5,Yes,21-Apr-17,-,0,Great Tablet. A++++++++
B01EUC7NPI,242,2412,Five Stars,Lorraine Thiess,5,Yes,19-Jan-17,-,0,love it
B01EUC7NPI,242,2413,One Star,Prudence,1,Yes,24-Mar-18,-,0,My Tablet stopped working today need to return &#55357;&#56850;
B01EUC7NPI,242,2414,Five Stars,Amazon Customer,5,Yes,17-Jan-17,-,0,The product shipped in a reasonable time and has worked excellently since we opened it.
B01EUC7NPI,242,2415,Top quality,K.1,5,Yes,20-Mar-17,-,0,Bit different from the 14 edition some things such as speakers moves pen better desire over all grate
B01EUC7NPI,242,2416,Four Stars,Amazon Customer,4,Yes,02-Apr-17,-,1,Item works as described and fits to protect the tablet.
B01EUC7NPI,242,2417,Five Stars,Bea Hernandez,5,Yes,15-Apr-17,-,0,Works very well.
B01EUC7NPI,242,2418,Great tablet for the money,Karen Garwood,5,Yes,13-Feb-17,-,0,"Great tablet. Fast, great color on screen, fast wifi."
B01EUC7NPI,242,2419,Five Stars,Brenon,5,Yes,13-Jun-17,-,0,works Great
B01EUC7NPI,242,2420,Two Stars,timothy guerra,2,Yes,27-Apr-18,-,0,Only work for 3 months then stopped working all of a sudden I hardly used it
B01EUC7NPI,243,2421,It is very nice,dunya,5,Yes,24-Aug-18,-,0,I like this i pad so much its very good and fast .
B01EUC7NPI,243,2422,Four Stars,Curtis B.,4,Yes,19-May-17,-,0,Great product. Exactly as described and very quick delivery! Thank you.
B01EUC7NPI,243,2423,Battery falure.,Jacksmum,1,Yes,20-Aug-18,1,0,Well about 4 months ago the battery weint out. I bought the tablet just to use for school and it did not even make it threw the year. Supper dissapointed and fustrated that I have to get ot fixed. I wish I would have thought to review sooner. Also I wish I would have gotten one that I could hook to my phone service.
B01EUC7NPI,243,2424,Five Stars,Geri Stockstill,5,Yes,23-Dec-16,-,0,Enjoying it so far
